point,waveType,dacVoltage,pulse,rawSensor1,rawSensor2,sensor1,sensor2,voltage1,voltage2,gasType,ppm
42,0,3.3,255,23237,4665,23237,4665,2.90463,0.58313,MixedAir,0.0
43,0,3.3,255,23259,4652,23259,4652,2.90738,0.5815,MixedAir,0.0
44,0,3.3,255,23294,4657,23294,4657,2.91175,0.58213,MixedAir,0.0
45,0,3.3,255,23335,4669,23335,4669,2.91688,0.58363,MixedAir,0.0
46,0,3.3,255,23366,4715,23366,4715,2.92075,0.58938,MixedAir,0.0
47,0,3.3,255,23226,4719,23226,4719,2.90325,0.58988,MixedAir,0.0
48,0,3.3,255,23423,4711,23423,4711,2.92788,0.58888,MixedAir,0.0
49,0,3.3,255,23275,4719,23275,4719,2.90938,0.58988,MixedAir,0.0
50,0,3.3,255,23473,4641,23473,4641,2.93413,0.58013,MixedAir,0.0
51,0,3.3,255,23327,4647,23327,4647,2.91588,0.58088,MixedAir,0.0
52,0,3.3,255,23517,4694,23517,4694,2.93963,0.58675,MixedAir,0.0
53,0,3.3,255,23372,4659,23372,4659,2.9215,0.58238,MixedAir,0.0
54,0,3.3,255,23562,4650,23562,4650,2.94525,0.58125,MixedAir,0.0
55,0,3.3,255,23537,4661,23537,4661,2.94213,0.58263,MixedAir,0.0
56,0,3.3,255,23440,4692,23440,4692,2.93,0.5865,MixedAir,0.0
57,0,3.3,255,23455,4719,23455,4719,2.93188,0.58988,MixedAir,0.0
58,0,3.3,255,23655,4700,23655,4700,2.95688,0.5875,MixedAir,0.0
59,0,3.3,255,23485,4713,23485,4713,2.93563,0.58913,MixedAir,0.0
60,0,3.3,255,23668,4725,23668,4725,2.9585,0.59063,MixedAir,0.0
61,0,3.3,255,23526,4677,23526,4677,2.94075,0.58463,MixedAir,0.0
62,0,3.3,255,23714,4709,23714,4709,2.96425,0.58863,MixedAir,0.0
63,0,3.3,255,23541,4719,23541,4719,2.94263,0.58988,MixedAir,0.0
64,0,3.3,255,23580,4646,23580,4646,2.9475,0.58075,MixedAir,0.0
65,0,3.3,255,23757,4660,23757,4660,2.96963,0.5825,MixedAir,0.0
66,0,3.3,255,23595,4657,23595,4657,2.94938,0.58213,MixedAir,0.0
67,0,3.3,255,23780,4655,23780,4655,2.9725,0.58188,MixedAir,0.0
68,0,3.3,255,23617,4664,23617,4664,2.95213,0.583,MixedAir,0.0
69,0,3.3,255,23802,4664,23802,4664,2.97525,0.583,MixedAir,0.0
70,0,3.3,255,23633,4664,23633,4664,2.95413,0.583,MixedAir,0.0
71,0,3.3,255,23671,4655,23671,4655,2.95888,0.58188,MixedAir,0.0
72,0,3.3,255,23820,4712,23820,4712,2.9775,0.589,MixedAir,0.0
73,0,3.3,255,23656,4644,23656,4644,2.957,0.5805,MixedAir,0.0
74,0,3.3,255,23830,4672,23830,4672,2.97875,0.584,MixedAir,0.0
75,0,3.3,255,23663,4642,23663,4642,2.95788,0.58025,MixedAir,0.0
76,0,3.3,255,23840,4711,23840,4711,2.98,0.58888,MixedAir,0.0
77,0,3.3,255,23851,4709,23851,4709,2.98138,0.58863,MixedAir,0.0
78,0,3.3,255,23856,4711,23856,4711,2.982,0.58888,MixedAir,0.0
79,0,3.3,255,23861,4726,23861,4726,2.98263,0.59075,MixedAir,0.0
80,0,3.3,255,23869,4707,23869,4707,2.98363,0.58838,MixedAir,0.0
81,0,3.3,255,23874,4719,23874,4719,2.98425,0.58988,MixedAir,0.0
82,0,3.3,255,23880,4723,23880,4723,2.985,0.59038,MixedAir,0.0
83,0,3.3,255,23708,4722,23708,4722,2.9635,0.59025,MixedAir,0.0
84,0,3.3,255,23885,4721,23885,4721,2.98563,0.59013,MixedAir,0.0
85,0,3.3,255,23712,4718,23712,4718,2.964,0.58975,MixedAir,0.0
86,0,3.3,255,23890,4722,23890,4722,2.98625,0.59025,MixedAir,0.0
87,0,3.3,255,23719,4690,23719,4690,2.96488,0.58625,MixedAir,0.0
88,0,3.3,255,23901,4716,23901,4716,2.98763,0.5895,MixedAir,0.0
89,0,3.3,255,23725,4676,23725,4676,2.96563,0.5845,MixedAir,0.0
90,0,3.3,255,23738,4645,23738,4645,2.96725,0.58063,MixedAir,0.0
91,0,3.3,255,23746,4656,23746,4656,2.96825,0.582,MixedAir,0.0
92,0,3.3,255,23921,4662,23921,4662,2.99013,0.58275,MixedAir,0.0
93,0,3.3,255,23909,4677,23909,4677,2.98863,0.58463,MixedAir,0.0
94,0,3.3,255,23918,4673,23918,4673,2.98975,0.58413,MixedAir,0.0
95,0,3.3,255,23928,4659,23928,4659,2.991,0.58238,MixedAir,0.0
96,0,3.3,255,23765,4662,23765,4662,2.97063,0.58275,MixedAir,0.0
97,0,3.3,255,23941,4655,23941,4655,2.99263,0.58188,MixedAir,0.0
98,0,3.3,255,23770,4663,23770,4663,2.97125,0.58288,MixedAir,0.0
99,0,3.3,255,23770,4692,23770,4692,2.97125,0.5865,MixedAir,0.0
100,0,3.3,255,23781,4691,23781,4691,2.97263,0.58637,MixedAir,0.0
101,0,3.3,255,23948,4719,23948,4719,2.9935,0.58988,MixedAir,0.0
102,0,3.3,255,23768,4722,23768,4722,2.971,0.59025,MixedAir,0.0
103,0,3.3,255,23946,4684,23946,4684,2.99325,0.5855,MixedAir,0.0
104,0,3.3,255,23941,4708,23941,4708,2.99263,0.5885,MixedAir,0.0
105,0,3.3,255,23935,4673,23935,4673,2.99188,0.58413,MixedAir,0.0
106,0,3.3,255,23944,4657,23944,4657,2.993,0.58213,MixedAir,0.0
107,0,3.3,255,23945,4643,23945,4643,2.99313,0.58038,MixedAir,0.0
108,0,3.3,255,23781,4657,23781,4657,2.97263,0.58213,MixedAir,0.0
109,0,3.3,255,23959,4675,23959,4675,2.99488,0.58438,MixedAir,0.0
110,0,3.3,255,23956,4711,23956,4711,2.9945,0.58888,MixedAir,0.0
111,0,3.3,255,23958,4689,23958,4689,2.99475,0.58613,MixedAir,0.0
112,0,3.3,255,23959,4700,23959,4700,2.99488,0.5875,MixedAir,0.0
113,0,3.3,255,23781,4720,23781,4720,2.97263,0.59,MixedAir,0.0
114,0,3.3,255,23955,4715,23955,4715,2.99438,0.58938,MixedAir,0.0
115,0,3.3,255,23956,4712,23956,4712,2.9945,0.589,MixedAir,0.0
116,0,3.3,255,23958,4723,23958,4723,2.99475,0.59038,MixedAir,0.0
117,0,3.3,255,23961,4688,23961,4688,2.99513,0.586,MixedAir,0.0
118,0,3.3,255,23959,4684,23959,4684,2.99488,0.5855,MixedAir,0.0
119,0,3.3,255,23953,4722,23953,4722,2.99413,0.59025,MixedAir,0.0
120,0,3.3,255,23786,4721,23786,4721,2.97325,0.59013,MixedAir,0.0
121,0,3.3,255,23957,4671,23957,4671,2.99463,0.58388,MixedAir,0.0
122,0,3.3,255,23784,4659,23784,4659,2.973,0.58238,MixedAir,0.0
123,0,3.3,255,23776,4720,23776,4720,2.972,0.59,MixedAir,0.0
124,0,3.3,255,23956,4726,23956,4726,2.9945,0.59075,MixedAir,0.0
125,0,0.0,0,25674,4713,25674,4713,3.20925,0.58913,MixedAir,0.0
126,0,0.0,0,25674,4706,25674,4706,3.20925,0.58825,MixedAir,0.0
127,0,0.0,0,25306,4713,25306,4713,3.16325,0.58913,MixedAir,0.0
128,0,0.0,0,25220,4703,25220,4703,3.1525,0.58788,MixedAir,0.0
129,0,0.0,0,24819,4681,24819,4681,3.10238,0.58513,MixedAir,0.0
130,0,0.0,0,24780,4691,24780,4691,3.0975,0.58637,MixedAir,0.0
131,0,0.0,0,24321,4645,24321,4645,3.04013,0.58063,MixedAir,0.0
132,0,0.0,0,23879,4639,23879,4639,2.98488,0.57988,MixedAir,0.0
133,0,0.0,0,23526,4637,23526,4637,2.94075,0.57963,MixedAir,0.0
134,0,0.0,0,23526,4655,23526,4655,2.94075,0.58188,MixedAir,0.0
135,0,0.0,0,23193,4664,23193,4664,2.89913,0.583,MixedAir,0.0
136,0,0.0,0,23195,4652,23195,4652,2.89938,0.5815,MixedAir,0.0
137,0,0.0,0,22877,4675,22877,4675,2.85963,0.58438,MixedAir,0.0
138,0,0.0,0,22886,4686,22886,4686,2.86075,0.58575,MixedAir,0.0
139,0,0.0,0,22579,4675,22579,4675,2.82238,0.58438,MixedAir,0.0
140,0,0.0,0,22421,4711,22421,4711,2.80263,0.58888,MixedAir,0.0
141,0,0.0,0,22272,4690,22272,4690,2.784,0.58625,MixedAir,0.0
142,0,0.0,0,22317,4668,22317,4668,2.78963,0.5835,MixedAir,0.0
143,0,0.0,0,22028,4696,22028,4696,2.7535,0.587,MixedAir,0.0
144,0,0.0,0,22053,4713,22053,4713,2.75663,0.58913,MixedAir,0.0
145,0,0.0,0,21900,4710,21900,4710,2.7375,0.58875,MixedAir,0.0
146,0,0.0,0,21628,4710,21628,4710,2.7035,0.58875,MixedAir,0.0
147,0,0.0,0,21665,4672,21665,4672,2.70813,0.584,MixedAir,0.0
148,0,0.0,0,21550,4681,21550,4681,2.69375,0.58513,MixedAir,0.0
149,0,0.0,0,21289,4707,21289,4707,2.66113,0.58838,MixedAir,0.0
150,0,0.0,0,21347,4713,21347,4713,2.66838,0.58913,MixedAir,0.0
151,0,0.0,0,21096,4711,21096,4711,2.637,0.58888,MixedAir,0.0
152,0,0.0,0,21161,4683,21161,4683,2.64513,0.58538,MixedAir,0.0
153,0,0.0,0,20907,4712,20907,4712,2.61338,0.589,MixedAir,0.0
154,0,0.0,0,20975,4672,20975,4672,2.62188,0.584,MixedAir,0.0
155,0,0.0,0,20740,4712,20740,4712,2.5925,0.589,MixedAir,0.0
156,0,0.0,0,20793,4706,20793,4706,2.59913,0.58825,MixedAir,0.0
157,0,0.0,0,20718,4715,20718,4715,2.58975,0.58938,MixedAir,0.0
158,0,0.0,0,20635,4714,20635,4714,2.57938,0.58925,MixedAir,0.0
159,0,0.0,0,20562,4679,20562,4679,2.57025,0.58488,MixedAir,0.0
160,0,0.0,0,20491,4710,20491,4710,2.56138,0.58875,MixedAir,0.0
161,0,0.0,0,20421,4712,20421,4712,2.55263,0.589,MixedAir,0.0
162,0,0.0,0,20179,4693,20179,4693,2.52238,0.58663,MixedAir,0.0
163,0,0.0,0,20298,4647,20298,4647,2.53725,0.58088,MixedAir,0.0
164,0,0.0,0,20168,4652,20168,4652,2.521,0.5815,MixedAir,0.0
165,0,0.0,0,20176,4687,20176,4687,2.522,0.58588,MixedAir,0.0
166,0,0.0,0,20067,4661,20067,4661,2.50838,0.58263,MixedAir,0.0
167,0,0.0,0,19913,4697,19913,4697,2.48913,0.58713,MixedAir,0.0
168,0,0.0,0,19996,4711,19996,4711,2.4995,0.58888,MixedAir,0.0
169,0,0.0,0,19947,4713,19947,4713,2.49338,0.58913,MixedAir,0.0
170,0,0.0,0,19895,4710,19895,4710,2.48688,0.58875,MixedAir,0.0
171,0,0.0,0,19855,4697,19855,4697,2.48188,0.58713,MixedAir,0.0
172,0,0.0,0,19766,4701,19766,4701,2.47075,0.58763,MixedAir,0.0
173,0,0.0,0,19754,4660,19754,4660,2.46925,0.5825,MixedAir,0.0
174,0,0.0,0,19564,4701,19564,4701,2.4455,0.58763,MixedAir,0.0
20,0,3.3,255,21484,4664,21484,4664,2.6855,0.583,MixedAir,0.0
21,0,3.3,255,21609,4702,21609,4702,2.70113,0.58775,MixedAir,0.0
22,0,3.3,255,21723,4718,21723,4718,2.71538,0.58975,MixedAir,0.0
23,0,3.3,255,21741,4677,21741,4677,2.71763,0.58463,MixedAir,0.0
24,0,3.3,255,21943,4659,21943,4659,2.74288,0.58238,MixedAir,0.0
25,0,3.3,255,21877,4650,21877,4650,2.73463,0.58125,MixedAir,0.0
26,0,3.3,255,22129,4700,22129,4700,2.76613,0.5875,MixedAir,0.0
27,0,3.3,255,22066,4721,22066,4721,2.75825,0.59013,MixedAir,0.0
28,0,3.3,255,22316,4668,22316,4668,2.7895,0.5835,MixedAir,0.0
29,0,3.3,255,22358,4655,22358,4655,2.79475,0.58188,MixedAir,0.0
30,0,3.3,255,22474,4645,22474,4645,2.80925,0.58063,MixedAir,0.0
31,0,3.3,255,22541,4641,22541,4641,2.81763,0.58013,MixedAir,0.0
32,0,3.3,255,22612,4666,22612,4666,2.8265,0.58325,MixedAir,0.0
33,0,3.3,255,22682,4644,22682,4644,2.83525,0.5805,MixedAir,0.0
34,0,3.3,255,22581,4671,22581,4671,2.82263,0.58388,MixedAir,0.0
35,0,3.3,255,22808,4707,22808,4707,2.851,0.58838,MixedAir,0.0
36,0,3.3,255,22701,4714,22701,4714,2.83763,0.58925,MixedAir,0.0
37,0,3.3,255,22928,4674,22928,4674,2.866,0.58425,MixedAir,0.0
38,0,3.3,255,23067,4665,23067,4665,2.88338,0.58313,MixedAir,0.0
39,0,3.3,255,22953,4669,22953,4669,2.86913,0.58363,MixedAir,0.0
40,0,3.3,255,23156,4674,23156,4674,2.8945,0.58425,MixedAir,0.0
41,0,3.3,255,23193,4680,23193,4680,2.89913,0.585,MixedAir,0.0
42,0,3.3,255,23237,4665,23237,4665,2.90463,0.58313,MixedAir,0.0
43,0,3.3,255,23259,4652,23259,4652,2.90738,0.5815,MixedAir,0.0
44,0,3.3,255,23294,4657,23294,4657,2.91175,0.58213,MixedAir,0.0
45,0,3.3,255,23335,4669,23335,4669,2.91688,0.58363,MixedAir,0.0
46,0,3.3,255,23366,4715,23366,4715,2.92075,0.58938,MixedAir,0.0
47,0,3.3,255,23226,4719,23226,4719,2.90325,0.58988,MixedAir,0.0
48,0,3.3,255,23423,4711,23423,4711,2.92788,0.58888,MixedAir,0.0
49,0,3.3,255,23275,4719,23275,4719,2.90938,0.58988,MixedAir,0.0
50,0,3.3,255,23473,4641,23473,4641,2.93413,0.58013,MixedAir,0.0
51,0,3.3,255,23327,4647,23327,4647,2.91588,0.58088,MixedAir,0.0
52,0,3.3,255,23517,4694,23517,4694,2.93963,0.58675,MixedAir,0.0
53,0,3.3,255,23372,4659,23372,4659,2.9215,0.58238,MixedAir,0.0
54,0,3.3,255,23562,4650,23562,4650,2.94525,0.58125,MixedAir,0.0
55,0,3.3,255,23537,4661,23537,4661,2.94213,0.58263,MixedAir,0.0
56,0,3.3,255,23440,4692,23440,4692,2.93,0.5865,MixedAir,0.0
57,0,3.3,255,23455,4719,23455,4719,2.93188,0.58988,MixedAir,0.0
58,0,3.3,255,23655,4700,23655,4700,2.95688,0.5875,MixedAir,0.0
59,0,3.3,255,23485,4713,23485,4713,2.93563,0.58913,MixedAir,0.0
60,0,3.3,255,23668,4725,23668,4725,2.9585,0.59063,MixedAir,0.0
61,0,3.3,255,23526,4677,23526,4677,2.94075,0.58463,MixedAir,0.0
62,0,3.3,255,23714,4709,23714,4709,2.96425,0.58863,MixedAir,0.0
63,0,3.3,255,23541,4719,23541,4719,2.94263,0.58988,MixedAir,0.0
64,0,3.3,255,23580,4646,23580,4646,2.9475,0.58075,MixedAir,0.0
65,0,3.3,255,23757,4660,23757,4660,2.96963,0.5825,MixedAir,0.0
66,0,3.3,255,23595,4657,23595,4657,2.94938,0.58213,MixedAir,0.0
67,0,3.3,255,23780,4655,23780,4655,2.9725,0.58188,MixedAir,0.0
68,0,3.3,255,23617,4664,23617,4664,2.95213,0.583,MixedAir,0.0
69,0,3.3,255,23802,4664,23802,4664,2.97525,0.583,MixedAir,0.0
70,0,3.3,255,23633,4664,23633,4664,2.95413,0.583,MixedAir,0.0
71,0,3.3,255,23671,4655,23671,4655,2.95888,0.58188,MixedAir,0.0
72,0,3.3,255,23820,4712,23820,4712,2.9775,0.589,MixedAir,0.0
73,0,3.3,255,23656,4644,23656,4644,2.957,0.5805,MixedAir,0.0
74,0,3.3,255,23830,4672,23830,4672,2.97875,0.584,MixedAir,0.0
75,0,3.3,255,23663,4642,23663,4642,2.95788,0.58025,MixedAir,0.0
76,0,3.3,255,23840,4711,23840,4711,2.98,0.58888,MixedAir,0.0
77,0,3.3,255,23851,4709,23851,4709,2.98138,0.58863,MixedAir,0.0
78,0,3.3,255,23856,4711,23856,4711,2.982,0.58888,MixedAir,0.0
79,0,3.3,255,23861,4726,23861,4726,2.98263,0.59075,MixedAir,0.0
80,0,3.3,255,23869,4707,23869,4707,2.98363,0.58838,MixedAir,0.0
81,0,3.3,255,23874,4719,23874,4719,2.98425,0.58988,MixedAir,0.0
82,0,3.3,255,23880,4723,23880,4723,2.985,0.59038,MixedAir,0.0
83,0,3.3,255,23708,4722,23708,4722,2.9635,0.59025,MixedAir,0.0
84,0,3.3,255,23885,4721,23885,4721,2.98563,0.59013,MixedAir,0.0
85,0,3.3,255,23712,4718,23712,4718,2.964,0.58975,MixedAir,0.0
86,0,3.3,255,23890,4722,23890,4722,2.98625,0.59025,MixedAir,0.0
87,0,3.3,255,23719,4690,23719,4690,2.96488,0.58625,MixedAir,0.0
88,0,3.3,255,23901,4716,23901,4716,2.98763,0.5895,MixedAir,0.0
89,0,3.3,255,23725,4676,23725,4676,2.96563,0.5845,MixedAir,0.0
90,0,3.3,255,23738,4645,23738,4645,2.96725,0.58063,MixedAir,0.0
91,0,3.3,255,23746,4656,23746,4656,2.96825,0.582,MixedAir,0.0
92,0,3.3,255,23921,4662,23921,4662,2.99013,0.58275,MixedAir,0.0
93,0,3.3,255,23909,4677,23909,4677,2.98863,0.58463,MixedAir,0.0
94,0,3.3,255,23918,4673,23918,4673,2.98975,0.58413,MixedAir,0.0
95,0,3.3,255,23928,4659,23928,4659,2.991,0.58238,MixedAir,0.0
96,0,3.3,255,23765,4662,23765,4662,2.97063,0.58275,MixedAir,0.0
97,0,3.3,255,23941,4655,23941,4655,2.99263,0.58188,MixedAir,0.0
98,0,3.3,255,23770,4663,23770,4663,2.97125,0.58288,MixedAir,0.0
99,0,3.3,255,23770,4692,23770,4692,2.97125,0.5865,MixedAir,0.0
100,0,3.3,255,23781,4691,23781,4691,2.97263,0.58637,MixedAir,0.0
101,0,3.3,255,23948,4719,23948,4719,2.9935,0.58988,MixedAir,0.0
102,0,3.3,255,23768,4722,23768,4722,2.971,0.59025,MixedAir,0.0
103,0,3.3,255,23946,4684,23946,4684,2.99325,0.5855,MixedAir,0.0
104,0,3.3,255,23941,4708,23941,4708,2.99263,0.5885,MixedAir,0.0
105,0,3.3,255,23935,4673,23935,4673,2.99188,0.58413,MixedAir,0.0
106,0,3.3,255,23944,4657,23944,4657,2.993,0.58213,MixedAir,0.0
107,0,3.3,255,23945,4643,23945,4643,2.99313,0.58038,MixedAir,0.0
108,0,3.3,255,23781,4657,23781,4657,2.97263,0.58213,MixedAir,0.0
109,0,3.3,255,23959,4675,23959,4675,2.99488,0.58438,MixedAir,0.0
110,0,3.3,255,23956,4711,23956,4711,2.9945,0.58888,MixedAir,0.0
111,0,3.3,255,23958,4689,23958,4689,2.99475,0.58613,MixedAir,0.0
112,0,3.3,255,23959,4700,23959,4700,2.99488,0.5875,MixedAir,0.0
113,0,3.3,255,23781,4720,23781,4720,2.97263,0.59,MixedAir,0.0
114,0,3.3,255,23955,4715,23955,4715,2.99438,0.58938,MixedAir,0.0
115,0,3.3,255,23956,4712,23956,4712,2.9945,0.589,MixedAir,0.0
116,0,3.3,255,23958,4723,23958,4723,2.99475,0.59038,MixedAir,0.0
117,0,3.3,255,23961,4688,23961,4688,2.99513,0.586,MixedAir,0.0
118,0,3.3,255,23959,4684,23959,4684,2.99488,0.5855,MixedAir,0.0
119,0,3.3,255,23953,4722,23953,4722,2.99413,0.59025,MixedAir,0.0
120,0,3.3,255,23786,4721,23786,4721,2.97325,0.59013,MixedAir,0.0
121,0,3.3,255,23957,4671,23957,4671,2.99463,0.58388,MixedAir,0.0
122,0,3.3,255,23784,4659,23784,4659,2.973,0.58238,MixedAir,0.0
123,0,3.3,255,23776,4720,23776,4720,2.972,0.59,MixedAir,0.0
124,0,3.3,255,23956,4726,23956,4726,2.9945,0.59075,MixedAir,0.0
125,0,0.0,0,25674,4713,25674,4713,3.20925,0.58913,MixedAir,0.0
126,0,0.0,0,25674,4706,25674,4706,3.20925,0.58825,MixedAir,0.0
127,0,0.0,0,25306,4713,25306,4713,3.16325,0.58913,MixedAir,0.0
128,0,0.0,0,25220,4703,25220,4703,3.1525,0.58788,MixedAir,0.0
129,0,0.0,0,24819,4681,24819,4681,3.10238,0.58513,MixedAir,0.0
130,0,0.0,0,24780,4691,24780,4691,3.0975,0.58637,MixedAir,0.0
131,0,0.0,0,24321,4645,24321,4645,3.04013,0.58063,MixedAir,0.0
132,0,0.0,0,23879,4639,23879,4639,2.98488,0.57988,MixedAir,0.0
133,0,0.0,0,23526,4637,23526,4637,2.94075,0.57963,MixedAir,0.0
134,0,0.0,0,23526,4655,23526,4655,2.94075,0.58188,MixedAir,0.0
135,0,0.0,0,23193,4664,23193,4664,2.89913,0.583,MixedAir,0.0
136,0,0.0,0,23195,4652,23195,4652,2.89938,0.5815,MixedAir,0.0
137,0,0.0,0,22877,4675,22877,4675,2.85963,0.58438,MixedAir,0.0
138,0,0.0,0,22886,4686,22886,4686,2.86075,0.58575,MixedAir,0.0
139,0,0.0,0,22579,4675,22579,4675,2.82238,0.58438,MixedAir,0.0
140,0,0.0,0,22421,4711,22421,4711,2.80263,0.58888,MixedAir,0.0
141,0,0.0,0,22272,4690,22272,4690,2.784,0.58625,MixedAir,0.0
142,0,0.0,0,22317,4668,22317,4668,2.78963,0.5835,MixedAir,0.0
143,0,0.0,0,22028,4696,22028,4696,2.7535,0.587,MixedAir,0.0
144,0,0.0,0,22053,4713,22053,4713,2.75663,0.58913,MixedAir,0.0
145,0,0.0,0,21900,4710,21900,4710,2.7375,0.58875,MixedAir,0.0
146,0,0.0,0,21628,4710,21628,4710,2.7035,0.58875,MixedAir,0.0
147,0,0.0,0,21665,4672,21665,4672,2.70813,0.584,MixedAir,0.0
148,0,0.0,0,21550,4681,21550,4681,2.69375,0.58513,MixedAir,0.0
149,0,0.0,0,21289,4707,21289,4707,2.66113,0.58838,MixedAir,0.0
150,0,0.0,0,21347,4713,21347,4713,2.66838,0.58913,MixedAir,0.0
151,0,0.0,0,21096,4711,21096,4711,2.637,0.58888,MixedAir,0.0
152,0,0.0,0,21161,4683,21161,4683,2.64513,0.58538,MixedAir,0.0
153,0,0.0,0,20907,4712,20907,4712,2.61338,0.589,MixedAir,0.0
154,0,0.0,0,20975,4672,20975,4672,2.62188,0.584,MixedAir,0.0
155,0,0.0,0,20740,4712,20740,4712,2.5925,0.589,MixedAir,0.0
156,0,0.0,0,20793,4706,20793,4706,2.59913,0.58825,MixedAir,0.0
157,0,0.0,0,20718,4715,20718,4715,2.58975,0.58938,MixedAir,0.0
158,0,0.0,0,20635,4714,20635,4714,2.57938,0.58925,MixedAir,0.0
159,0,0.0,0,20562,4679,20562,4679,2.57025,0.58488,MixedAir,0.0
160,0,0.0,0,20491,4710,20491,4710,2.56138,0.58875,MixedAir,0.0
161,0,0.0,0,20421,4712,20421,4712,2.55263,0.589,MixedAir,0.0
162,0,0.0,0,20179,4693,20179,4693,2.52238,0.58663,MixedAir,0.0
163,0,0.0,0,20298,4647,20298,4647,2.53725,0.58088,MixedAir,0.0
164,0,0.0,0,20168,4652,20168,4652,2.521,0.5815,MixedAir,0.0
165,0,0.0,0,20176,4687,20176,4687,2.522,0.58588,MixedAir,0.0
166,0,0.0,0,20067,4661,20067,4661,2.50838,0.58263,MixedAir,0.0
167,0,0.0,0,19913,4697,19913,4697,2.48913,0.58713,MixedAir,0.0
168,0,0.0,0,19996,4711,19996,4711,2.4995,0.58888,MixedAir,0.0
169,0,0.0,0,19947,4713,19947,4713,2.49338,0.58913,MixedAir,0.0
170,0,0.0,0,19895,4710,19895,4710,2.48688,0.58875,MixedAir,0.0
171,0,0.0,0,19855,4697,19855,4697,2.48188,0.58713,MixedAir,0.0
172,0,0.0,0,19766,4701,19766,4701,2.47075,0.58763,MixedAir,0.0
173,0,0.0,0,19754,4660,19754,4660,2.46925,0.5825,MixedAir,0.0
174,0,0.0,0,19564,4701,19564,4701,2.4455,0.58763,MixedAir,0.0
175,0,0.0,0,19666,4660,19666,4660,2.45825,0.5825,MixedAir,0.0
176,0,0.0,0,19453,4701,19453,4701,2.43163,0.58763,MixedAir,0.0
177,0,0.0,0,19421,4654,19421,4654,2.42763,0.58175,MixedAir,0.0
178,0,0.0,0,19529,4659,19529,4659,2.44113,0.58238,MixedAir,0.0
175,0,0.0,0,19666,4660,19666,4660,2.45825,0.5825,MixedAir,0.0
176,0,0.0,0,19453,4701,19453,4701,2.43163,0.58763,MixedAir,0.0
177,0,0.0,0,19421,4654,19421,4654,2.42763,0.58175,MixedAir,0.0
178,0,0.0,0,19529,4659,19529,4659,2.44113,0.58238,MixedAir,0.0
179,0,0.0,0,19399,4709,19399,4709,2.42488,0.58863,MixedAir,0.0
180,0,0.0,0,19326,4642,19326,4642,2.41575,0.58025,MixedAir,0.0
181,0,0.0,0,19274,4657,19274,4657,2.40925,0.58213,MixedAir,0.0
182,0,0.0,0,19248,4649,19248,4649,2.406,0.58113,MixedAir,0.0
183,0,0.0,0,19214,4678,19214,4678,2.40175,0.58475,MixedAir,0.0
184,0,0.0,0,19331,4682,19331,4682,2.41638,0.58525,MixedAir,0.0
185,0,0.0,0,19157,4654,19157,4654,2.39463,0.58175,MixedAir,0.0
186,0,0.0,0,19276,4631,19276,4631,2.4095,0.57888,MixedAir,0.0
187,0,0.0,0,19119,4644,19119,4644,2.38988,0.5805,MixedAir,0.0
188,0,0.0,0,19237,4639,19237,4639,2.40463,0.57988,MixedAir,0.0
