point,waveType,dacVoltage,pulse,rawSensor1,rawSensor2,sensor1,sensor2,voltage1,voltage2,gasType,ppm
30,0,3.3,255,77914,15900,77914,15900,9.73934,1.98762,CleanAir,0.0
31,0,3.3,255,78899,16102,78899,16102,9.86248,2.01275,CleanAir,0.0
32,0,3.3,255,79879,16302,79879,16302,9.98498,2.03775,CleanAir,0.0
33,0,3.3,255,80766,16483,80766,16483,10.09586,2.06038,CleanAir,0.0
34,0,3.3,255,81599,16652,81599,16652,10.19994,2.08162,CleanAir,0.0
35,0,3.3,255,82398,16816,82398,16816,10.2998,2.102,CleanAir,0.0
36,0,3.3,255,83162,16972,83162,16972,10.39535,2.1215,CleanAir,0.0
37,0,3.3,255,83873,17117,83873,17117,10.48419,2.13963,CleanAir,0.0
38,0,3.3,255,84544,17254,84544,17254,10.56808,2.15675,CleanAir,0.0
39,0,3.3,255,85167,17381,85167,17381,10.64589,2.17263,CleanAir,0.0
40,0,3.3,255,85700,17490,85700,17490,10.71262,2.18625,CleanAir,0.0
41,0,3.3,255,86318,17616,86318,17616,10.7898,2.202,CleanAir,0.0
42,0,3.3,255,86813,17716,86813,17716,10.85164,2.21462,CleanAir,0.0
43,0,3.3,255,87298,17816,87298,17816,10.9123,2.227,CleanAir,0.0
44,0,3.3,255,87768,17912,87768,17912,10.9711,2.239,CleanAir,0.0
45,0,3.3,255,88160,17992,88160,17992,11.0201,2.249,CleanAir,0.0
46,0,3.3,255,88562,18074,88562,18074,11.07033,2.25925,CleanAir,0.0
47,0,3.3,255,88935,18150,88935,18150,11.11688,2.26875,CleanAir,0.0
48,0,3.3,255,89268,18218,89268,18218,11.15853,2.27725,CleanAir,0.0
49,0,3.3,255,89591,18284,89591,18284,11.19895,2.2855,CleanAir,0.0
50,0,3.3,255,89885,18344,89885,18344,11.2357,2.293,CleanAir,0.0
51,0,3.3,255,90160,18400,90160,18400,11.27,2.3,CleanAir,0.0
52,0,3.3,255,90405,18450,90405,18450,11.30063,2.30625,CleanAir,0.0
53,0,3.3,255,90620,18494,90620,18494,11.32758,2.31175,CleanAir,0.0
54,0,3.3,255,90855,18542,90855,18542,11.35698,2.31775,CleanAir,0.0
55,0,3.3,255,91051,18582,91051,18582,11.38148,2.32275,CleanAir,0.0
56,0,3.3,255,91232,18618,91232,18618,11.40411,2.32737,CleanAir,0.0
57,0,3.3,255,91355,18644,91355,18644,11.41945,2.3305,CleanAir,0.0
58,0,3.3,255,91517,18676,91517,18676,11.43964,2.33462,CleanAir,0.0
59,0,3.3,255,91600,18694,91600,18694,11.45008,2.33675,CleanAir,0.0
60,0,3.3,255,91733,18721,91733,18721,11.46664,2.34013,CleanAir,0.0
61,0,3.3,255,91801,18734,91801,18734,11.47516,2.34187,CleanAir,0.0
62,0,3.3,255,76160,15542,76160,15542,9.52006,1.94287,CleanAir,0.0
63,0,3.3,255,89175,18199,89175,18199,11.14691,2.27488,CleanAir,0.0
64,0,3.3,255,92100,18796,92100,18796,11.51255,2.3495,CleanAir,0.0
65,0,3.3,255,92159,18808,92159,18808,11.5199,2.351,CleanAir,0.0
66,0,3.3,255,92218,18820,92218,18820,11.52725,2.3525,CleanAir,0.0
67,0,3.3,255,92247,18826,92247,18826,11.53093,2.35325,CleanAir,0.0
68,0,3.3,255,92286,18834,92286,18834,11.53583,2.35425,CleanAir,0.0
69,0,3.3,255,92276,18832,92276,18832,11.5346,2.354,CleanAir,0.0
70,0,3.3,255,92291,18835,92291,18835,11.53646,2.35438,CleanAir,0.0
71,0,3.3,255,90953,18562,90953,18562,11.36923,2.32025,CleanAir,0.0
72,0,3.3,255,91394,18652,91394,18652,11.42435,2.3315,CleanAir,0.0
73,0,3.3,255,91149,18602,91149,18602,11.39373,2.32525,CleanAir,0.0
74,0,3.3,255,91673,18708,91673,18708,11.45924,2.33862,CleanAir,0.0
75,0,3.3,255,91997,18774,91997,18774,11.49966,2.34687,CleanAir,0.0
76,0,3.3,255,92100,18796,92100,18796,11.51255,2.3495,CleanAir,0.0
77,0,3.3,255,92193,18815,92193,18815,11.52421,2.35188,CleanAir,0.0
78,0,3.3,255,92281,18832,92281,18832,11.53519,2.35412,CleanAir,0.0
79,0,3.3,255,92164,18809,92164,18809,11.52054,2.35113,CleanAir,0.0
80,0,3.3,255,92232,18823,92232,18823,11.52911,2.35288,CleanAir,0.0
81,0,3.3,255,92164,18809,92164,18809,11.52054,2.35113,CleanAir,0.0
82,0,3.3,255,92168,18810,92168,18810,11.52112,2.35125,CleanAir,0.0
83,0,3.3,255,92036,18783,92036,18783,11.50461,2.34788,CleanAir,0.0
84,0,3.3,255,92056,18786,92056,18786,11.50701,2.34837,CleanAir,0.0
85,0,3.3,255,92022,18780,92022,18780,11.50275,2.3475,CleanAir,0.0
86,0,3.3,255,91987,18772,91987,18772,11.49844,2.34662,CleanAir,0.0
87,0,3.3,255,91928,18760,91928,18760,11.49109,2.34512,CleanAir,0.0
88,0,3.3,255,91899,18754,91899,18754,11.48741,2.34437,CleanAir,0.0
89,0,3.3,255,91919,18759,91919,18759,11.48991,2.34488,CleanAir,0.0
90,0,3.3,255,91884,18752,91884,18752,11.4856,2.344,CleanAir,0.0
91,0,3.3,255,91801,18734,91801,18734,11.47516,2.34187,CleanAir,0.0
92,0,3.3,255,91737,18722,91737,18722,11.46723,2.34025,CleanAir,0.0
93,0,3.3,255,91762,18727,91762,18727,11.47031,2.34088,CleanAir,0.0
94,0,3.3,255,91733,18721,91733,18721,11.46664,2.34013,CleanAir,0.0
95,0,3.3,255,91635,18701,91635,18701,11.45439,2.33763,CleanAir,0.0
96,0,3.3,255,91571,18688,91571,18688,11.4464,2.336,CleanAir,0.0
97,0,3.3,255,91517,18676,91517,18676,11.43964,2.33462,CleanAir,0.0
98,0,3.3,255,91497,18672,91497,18672,11.43719,2.33412,CleanAir,0.0
99,0,3.3,255,91428,18658,91428,18658,11.42861,2.33237,CleanAir,0.0
100,0,3.3,255,91345,18642,91345,18642,11.41822,2.33025,CleanAir,0.0
101,0,3.3,255,91330,18638,91330,18638,11.41636,2.32987,CleanAir,0.0
102,0,3.3,255,91292,18631,91292,18631,11.41151,2.32888,CleanAir,0.0
103,0,3.3,255,91238,18620,91238,18620,11.40475,2.3275,CleanAir,0.0
104,0,3.3,255,91164,18605,91164,18605,11.39559,2.32563,CleanAir,0.0
105,0,3.3,255,91085,18588,91085,18588,11.38574,2.32362,CleanAir,0.0
106,0,3.3,255,91066,18585,91066,18585,11.38334,2.32313,CleanAir,0.0
107,0,3.3,255,91002,18572,91002,18572,11.37535,2.3215,CleanAir,0.0
108,0,3.3,255,90914,18554,90914,18554,11.36432,2.31925,CleanAir,0.0
109,0,3.3,255,90895,18550,90895,18550,11.36188,2.31875,CleanAir,0.0
110,0,3.3,255,90791,18528,90791,18528,11.34899,2.31612,CleanAir,0.0
111,0,3.3,255,90742,18518,90742,18518,11.34286,2.31487,CleanAir,0.0
112,0,3.3,255,90664,18503,90664,18503,11.33311,2.31288,CleanAir,0.0
113,0,3.3,255,90586,18486,90586,18486,11.32326,2.31087,CleanAir,0.0
114,0,3.3,255,90557,18481,90557,18481,11.31964,2.31013,CleanAir,0.0
115,0,3.3,255,90493,18468,90493,18468,11.31165,2.3085,CleanAir,0.0
116,0,3.3,255,90434,18456,90434,18456,11.3043,2.307,CleanAir,0.0
117,0,3.3,255,90356,18440,90356,18440,11.2945,2.305,CleanAir,0.0
118,0,3.3,255,90282,18425,90282,18425,11.28534,2.30313,CleanAir,0.0
119,0,3.3,255,90233,18414,90233,18414,11.27916,2.30187,CleanAir,0.0
120,0,3.3,255,90209,18410,90209,18410,11.27613,2.30125,CleanAir,0.0
121,0,3.3,255,90164,18400,90164,18400,11.27059,2.30012,CleanAir,0.0
122,0,3.3,255,90140,18396,90140,18396,11.26755,2.2995,CleanAir,0.0
123,0,3.3,255,90081,18384,90081,18384,11.2602,2.298,CleanAir,0.0
124,0,3.3,255,90052,18378,90052,18378,11.25653,2.29725,CleanAir,0.0
125,0,0.0,0,103968,21218,103968,21218,12.99603,2.65225,CleanAir,0.0
126,0,0.0,0,98965,20196,98965,20196,12.37064,2.52462,CleanAir,0.0
127,0,0.0,0,99043,20213,99043,20213,12.38049,2.52663,CleanAir,0.0
128,0,0.0,0,96334,19660,96334,19660,12.04175,2.4575,CleanAir,0.0
129,0,0.0,0,87141,17784,87141,17784,10.8927,2.223,CleanAir,0.0
130,0,0.0,0,81923,16719,81923,16719,10.24041,2.08988,CleanAir,0.0
131,0,0.0,0,88773,18117,88773,18117,11.09669,2.26463,CleanAir,0.0
132,0,0.0,0,79698,16265,79698,16265,9.96234,2.03313,CleanAir,0.0
133,0,0.0,0,76469,15606,76469,15606,9.55868,1.95075,CleanAir,0.0
134,0,0.0,0,82011,16736,82011,16736,10.25139,2.09212,CleanAir,0.0
135,0,0.0,0,67384,13752,67384,13752,8.4231,1.719,CleanAir,0.0
136,0,0.0,0,67590,13794,67590,13794,8.44883,1.72425,CleanAir,0.0
137,0,0.0,0,65836,13436,65836,13436,8.22955,1.6795,CleanAir,0.0
138,0,0.0,0,64136,13089,64136,13089,8.01704,1.63613,CleanAir,0.0
139,0,0.0,0,61901,12632,61901,12632,7.73769,1.57912,CleanAir,0.0
140,0,0.0,0,61073,12464,61073,12464,7.6342,1.558,CleanAir,0.0
141,0,0.0,0,58138,11865,58138,11865,7.26734,1.48313,CleanAir,0.0
142,0,0.0,0,56090,11446,56090,11446,7.01126,1.43087,CleanAir,0.0
143,0,0.0,0,53037,10824,53037,10824,6.6297,1.353,CleanAir,0.0
144,0,0.0,0,51210,10451,51210,10451,6.40126,1.30638,CleanAir,0.0
145,0,0.0,0,48647,9928,48647,9928,6.0809,1.241,CleanAir,0.0
146,0,0.0,0,48681,9935,48681,9935,6.08521,1.24188,CleanAir,0.0
147,0,0.0,0,46001,9388,46001,9388,5.75015,1.1735,CleanAir,0.0
148,0,0.0,0,46383,9466,46383,9466,5.79793,1.18325,CleanAir,0.0
149,0,0.0,0,43801,8939,43801,8939,5.47516,1.11738,CleanAir,0.0
150,0,0.0,0,43384,8854,43384,8854,5.42307,1.10675,CleanAir,0.0
151,0,0.0,0,42179,8608,42179,8608,5.2724,1.076,CleanAir,0.0
152,0,0.0,0,43629,8904,43629,8904,5.4537,1.113,CleanAir,0.0
153,0,0.0,0,42365,8646,42365,8646,5.29568,1.08075,CleanAir,0.0
154,0,0.0,0,39910,8144,39910,8144,4.98879,1.01812,CleanAir,0.0
155,0,0.0,0,39782,8118,39782,8118,4.97286,1.01487,CleanAir,0.0
156,0,0.0,0,38749,7908,38749,7908,4.84365,0.9885,CleanAir,0.0
157,0,0.0,0,37798,7714,37798,7714,4.72483,0.96425,CleanAir,0.0
158,0,0.0,0,36891,7528,36891,7528,4.61149,0.94112,CleanAir,0.0
159,0,0.0,0,36985,7548,36985,7548,4.62315,0.9435,CleanAir,0.0
160,0,0.0,0,36309,7410,36309,7410,4.53863,0.92625,CleanAir,0.0
161,0,0.0,0,36240,7396,36240,7396,4.53005,0.9245,CleanAir,0.0
162,0,0.0,0,35917,7330,35917,7330,4.48963,0.91625,CleanAir,0.0
163,0,0.0,0,35520,7249,35520,7249,4.44004,0.90613,CleanAir,0.0
164,0,0.0,0,35187,7181,35187,7181,4.39839,0.89763,CleanAir,0.0
165,0,0.0,0,34760,7094,34760,7094,4.34508,0.88675,CleanAir,0.0
166,0,0.0,0,34148,6969,34148,6969,4.26854,0.87113,CleanAir,0.0
167,0,0.0,0,34049,6948,34049,6948,4.25624,0.86862,CleanAir,0.0
168,0,0.0,0,33334,6802,33334,6802,4.16681,0.85037,CleanAir,0.0
169,0,0.0,0,33256,6786,33256,6786,4.15701,0.84837,CleanAir,0.0
170,0,0.0,0,32928,6720,32928,6720,4.116,0.84,CleanAir,0.0
171,0,0.0,0,32040,6538,32040,6538,4.00511,0.81737,CleanAir,0.0
172,0,0.0,0,31982,6527,31982,6527,3.99781,0.81588,CleanAir,0.0
173,0,0.0,0,31551,6439,31551,6439,3.94391,0.80488,CleanAir,0.0
174,0,0.0,0,31394,6407,31394,6407,3.92431,0.80088,CleanAir,0.0
175,0,0.0,0,30845,6294,30845,6294,3.85566,0.78687,CleanAir,0.0
176,0,0.0,0,30713,6268,30713,6268,3.83915,0.7835,CleanAir,0.0
177,0,0.0,0,30546,6234,30546,6234,3.81833,0.77925,CleanAir,0.0
178,0,0.0,0,30424,6209,30424,6209,3.80304,0.77613,CleanAir,0.0
179,0,0.0,0,30095,6142,30095,6142,3.76198,0.76775,CleanAir,0.0
180,0,0.0,0,29664,6054,29664,6054,3.70808,0.75675,CleanAir,0.0
181,0,0.0,0,29493,6019,29493,6019,3.68666,0.75238,CleanAir,0.0
182,0,0.0,0,29130,5945,29130,5945,3.64134,0.74313,CleanAir,0.0
183,0,0.0,0,28870,5892,28870,5892,3.60885,0.7365,CleanAir,0.0
184,0,0.0,0,28836,5884,28836,5884,3.60454,0.73562,CleanAir,0.0
185,0,0.0,0,28434,5802,28434,5802,3.55431,0.72537,CleanAir,0.0
186,0,0.0,0,28522,5820,28522,5820,3.56534,0.72762,CleanAir,0.0
187,0,0.0,0,28552,5826,28552,5826,3.56901,0.72837,CleanAir,0.0
188,0,0.0,0,28042,5722,28042,5722,3.50531,0.71537,CleanAir,0.0
189,0,0.0,0,27974,5709,27974,5709,3.49679,0.71363,CleanAir,0.0
190,0,0.0,0,27964,5706,27964,5706,3.49551,0.71337,CleanAir,0.0
191,0,0.0,0,27900,5694,27900,5694,3.48758,0.71175,CleanAir,0.0
192,0,0.0,0,27665,5646,27665,5646,3.45818,0.70575,CleanAir,0.0
193,0,0.0,0,27396,5591,27396,5591,3.42451,0.69888,CleanAir,0.0
194,0,0.0,0,27342,5580,27342,5580,3.41775,0.6975,CleanAir,0.0
195,0,0.0,0,27062,5522,27062,5522,3.38281,0.69037,CleanAir,0.0
196,0,0.0,0,26959,5502,26959,5502,3.36998,0.68775,CleanAir,0.0
197,0,0.0,0,26964,5503,26964,5503,3.37061,0.68788,CleanAir,0.0
198,0,0.0,0,26945,5499,26945,5499,3.36816,0.68738,CleanAir,0.0
199,0,0.0,0,26719,5453,26719,5453,3.33999,0.68163,CleanAir,0.0
200,0,0.0,0,26705,5450,26705,5450,3.33813,0.68125,CleanAir,0.0
201,0,0.0,0,26690,5447,26690,5447,3.33631,0.68088,CleanAir,0.0
202,0,0.0,0,26499,5408,26499,5408,3.3124,0.676,CleanAir,0.0
203,0,0.0,0,26327,5373,26327,5373,3.29099,0.67163,CleanAir,0.0
204,0,0.0,0,26205,5348,26205,5348,3.27565,0.6685,CleanAir,0.0
205,0,0.0,0,26278,5363,26278,5363,3.28486,0.67038,CleanAir,0.0
206,0,0.0,0,26185,5344,26185,5344,3.2732,0.668,CleanAir,0.0
207,0,0.0,0,25975,5301,25975,5301,3.24689,0.66263,CleanAir,0.0
208,0,0.0,0,25911,5288,25911,5288,3.2389,0.661,CleanAir,0.0
209,0,0.0,0,25798,5264,25798,5264,3.22479,0.65812,CleanAir,0.0
210,0,0.0,0,25744,5254,25744,5254,3.21807,0.65675,CleanAir,0.0
211,0,0.0,0,25509,5206,25509,5206,3.18868,0.65075,CleanAir,0.0
212,0,0.0,0,25587,5222,25587,5222,3.19848,0.65275,CleanAir,0.0
213,0,0.0,0,25538,5212,25538,5212,3.19235,0.6515,CleanAir,0.0
214,0,0.0,0,25514,5206,25514,5206,3.18926,0.65087,CleanAir,0.0
215,0,0.0,0,25455,5195,25455,5195,3.18196,0.64938,CleanAir,0.0
216,0,0.0,0,25323,5168,25323,5168,3.1654,0.646,CleanAir,0.0
217,0,0.0,0,25274,5158,25274,5158,3.15928,0.64475,CleanAir,0.0
218,0,0.0,0,25191,5141,25191,5141,3.14889,0.64263,CleanAir,0.0
219,0,0.0,0,25166,5136,25166,5136,3.1458,0.642,CleanAir,0.0
220,0,0.0,0,25063,5115,25063,5115,3.13296,0.63938,CleanAir,0.0
221,0,0.0,0,25063,5115,25063,5115,3.13296,0.63938,CleanAir,0.0
222,0,0.0,0,24867,5075,24867,5075,3.10846,0.63438,CleanAir,0.0
223,0,0.0,0,24886,5078,24886,5078,3.11086,0.63487,CleanAir,0.0
224,0,0.0,0,24847,5070,24847,5070,3.10596,0.63387,CleanAir,0.0
225,0,0.0,0,24769,5054,24769,5054,3.09616,0.63187,CleanAir,0.0
226,0,0.0,0,24671,5035,24671,5035,3.08396,0.62938,CleanAir,0.0
227,0,0.0,0,24573,5014,24573,5014,3.07166,0.62687,CleanAir,0.0
228,0,0.0,0,24524,5004,24524,5004,3.06554,0.62562,CleanAir,0.0
229,0,0.0,0,24436,4987,24436,4987,3.05456,0.62338,CleanAir,0.0
230,0,0.0,0,24338,4967,24338,4967,3.04231,0.62088,CleanAir,0.0
231,0,0.0,0,24274,4954,24274,4954,3.03432,0.61925,CleanAir,0.0
232,0,0.0,0,24162,4931,24162,4931,3.02026,0.61638,CleanAir,0.0
233,0,0.0,0,24171,4932,24171,4932,3.02144,0.61662,CleanAir,0.0
234,0,0.0,0,24127,4924,24127,4924,3.01595,0.6155,CleanAir,0.0
235,0,0.0,0,24166,4932,24166,4932,3.02085,0.6165,CleanAir,0.0
236,0,0.0,0,24157,4930,24157,4930,3.01963,0.61625,CleanAir,0.0
237,0,0.0,0,24098,4918,24098,4918,3.01228,0.61475,CleanAir,0.0
238,0,0.0,0,24093,4916,24093,4916,3.01164,0.61462,CleanAir,0.0
239,0,0.0,0,24005,4899,24005,4899,3.00066,0.61238,CleanAir,0.0
240,0,0.0,0,24039,4906,24039,4906,3.00493,0.61325,CleanAir,0.0
241,0,0.0,0,24000,4898,24000,4898,3.00002,0.61225,CleanAir,0.0
242,0,0.0,0,23897,4876,23897,4876,2.98714,0.60962,CleanAir,0.0
243,0,0.0,0,23926,4883,23926,4883,2.99086,0.61038,CleanAir,0.0
244,0,0.0,0,23902,4878,23902,4878,2.98778,0.60975,CleanAir,0.0
245,0,0.0,0,23907,4879,23907,4879,2.98841,0.60988,CleanAir,0.0
246,0,0.0,0,23853,4868,23853,4868,2.98165,0.6085,CleanAir,0.0
247,0,0.0,0,23863,4870,23863,4870,2.98288,0.60875,CleanAir,0.0
248,0,0.0,0,23814,4860,23814,4860,2.97675,0.6075,CleanAir,0.0
249,0,0.0,0,23799,4857,23799,4857,2.97494,0.60713,CleanAir,0.0
0,0,3.3,255,21898,4469,21898,4469,2.73729,0.55863,CleanAir,0.0
1,0,3.3,255,22745,4642,22745,4642,2.84323,0.58025,CleanAir,0.0
2,0,3.3,255,23980,4894,23980,4894,2.99758,0.61175,CleanAir,0.0
3,0,3.3,255,25235,5150,25235,5150,3.15438,0.64375,CleanAir,0.0
4,0,3.3,255,26435,5395,26435,5395,3.30446,0.67438,CleanAir,0.0
5,0,3.3,255,27788,5671,27788,5671,3.47351,0.70888,CleanAir,0.0
6,0,3.3,255,29233,5966,29233,5966,3.65418,0.74575,CleanAir,0.0
7,0,3.3,255,30360,6196,30360,6196,3.79505,0.7745,CleanAir,0.0
8,0,3.3,255,32408,6614,32408,6614,4.05107,0.82675,CleanAir,0.0
9,0,3.3,255,33697,6876,33697,6876,4.21214,0.85962,CleanAir,0.0
10,0,3.3,255,35182,7180,35182,7180,4.39775,0.8975,CleanAir,0.0
11,0,3.3,255,36465,7442,36465,7442,4.55823,0.93025,CleanAir,0.0
12,0,3.3,255,38229,7802,38229,7802,4.77872,0.97525,CleanAir,0.0
13,0,3.3,255,38960,7951,38960,7951,4.87001,0.99388,CleanAir,0.0
14,0,3.3,255,41037,8375,41037,8375,5.12971,1.04688,CleanAir,0.0
15,0,3.3,255,42669,8708,42669,8708,5.33365,1.0885,CleanAir,0.0
16,0,3.3,255,44261,9032,44261,9032,5.53269,1.12912,CleanAir,0.0
17,0,3.3,255,45712,9329,45712,9329,5.71404,1.16613,CleanAir,0.0
18,0,3.3,255,46755,9542,46755,9542,5.84448,1.19275,CleanAir,0.0
19,0,3.3,255,47441,9682,47441,9682,5.93023,1.21025,CleanAir,0.0
20,0,3.3,255,48764,9952,48764,9952,6.0956,1.244,CleanAir,0.0
21,0,3.3,255,49857,10175,49857,10175,6.23221,1.27188,CleanAir,0.0
22,0,3.3,255,51013,10410,51013,10410,6.37671,1.30137,CleanAir,0.0
23,0,3.3,255,52577,10730,52577,10730,6.57213,1.34125,CleanAir,0.0
24,0,3.3,255,53468,10912,53468,10912,6.6836,1.364,CleanAir,0.0
25,0,3.3,255,54615,11146,54615,11146,6.82693,1.39325,CleanAir,0.0
26,0,3.3,255,57373,11708,57373,11708,7.17174,1.46362,CleanAir,0.0
27,0,3.3,255,59329,12108,59329,12108,7.41615,1.5135,CleanAir,0.0
28,0,3.3,255,64655,13195,64655,13195,8.08196,1.64938,CleanAir,0.0
29,0,3.3,255,64523,13168,64523,13168,8.0654,1.646,CleanAir,0.0
30,0,3.3,255,64342,13131,64342,13131,8.04276,1.64138,CleanAir,0.0
31,0,3.3,255,61901,12632,61901,12632,7.73769,1.57912,CleanAir,0.0
32,0,3.3,255,64905,13246,64905,13246,8.11318,1.65575,CleanAir,0.0
33,0,3.3,255,64895,13244,64895,13244,8.11195,1.6555,CleanAir,0.0
34,0,3.3,255,79962,16318,79962,16318,9.99536,2.03987,CleanAir,0.0
35,0,3.3,255,73529,15006,73529,15006,9.19118,1.87575,CleanAir,0.0
36,0,3.3,255,75229,15352,75229,15352,9.40369,1.91912,CleanAir,0.0
37,0,3.3,255,80551,16439,80551,16439,10.06891,2.05488,CleanAir,0.0
38,0,3.3,255,74866,15278,74866,15278,9.35836,1.90987,CleanAir,0.0
39,0,3.3,255,77640,15845,77640,15845,9.70509,1.98063,CleanAir,0.0
40,0,3.3,255,84137,17170,84137,17170,10.51721,2.14637,CleanAir,0.0
41,0,3.3,255,84632,17272,84632,17272,10.5791,2.159,CleanAir,0.0
42,0,3.3,255,84078,17158,84078,17158,10.50986,2.14487,CleanAir,0.0
43,0,3.3,255,85299,17408,85299,17408,10.6624,2.176,CleanAir,0.0
44,0,3.3,255,86093,17570,86093,17570,10.76163,2.19625,CleanAir,0.0
45,0,3.3,255,86460,17644,86460,17644,10.80754,2.20562,CleanAir,0.0
46,0,3.3,255,86455,17644,86455,17644,10.80695,2.2055,CleanAir,0.0
47,0,3.3,255,87273,17810,87273,17810,10.90921,2.22637,CleanAir,0.0
48,0,3.3,255,87651,17888,87651,17888,10.9564,2.236,CleanAir,0.0
49,0,3.3,255,87749,17908,87749,17908,10.96865,2.2385,CleanAir,0.0
50,0,3.3,255,87239,17804,87239,17804,10.90495,2.2255,CleanAir,0.0
51,0,3.3,255,69928,14271,69928,14271,8.74101,1.78388,CleanAir,0.0
52,0,3.3,255,75469,15402,75469,15402,9.43373,1.92525,CleanAir,0.0
53,0,3.3,255,73544,15009,73544,15009,9.19304,1.87613,CleanAir,0.0
54,0,3.3,255,73289,14957,73289,14957,9.16119,1.86963,CleanAir,0.0
55,0,3.3,255,76195,15550,76195,15550,9.52438,1.94375,CleanAir,0.0
56,0,3.3,255,73465,14993,73465,14993,9.18324,1.87413,CleanAir,0.0
57,0,3.3,255,72343,14764,72343,14764,9.04295,1.8455,CleanAir,0.0
58,0,3.3,255,72304,14756,72304,14756,9.03805,1.8445,CleanAir,0.0
59,0,3.3,255,72955,14888,72955,14888,9.11949,1.86112,CleanAir,0.0
60,0,3.3,255,75920,15494,75920,15494,9.49008,1.93675,CleanAir,0.0
61,0,3.3,255,75656,15440,75656,15440,9.457,1.93,CleanAir,0.0
62,0,3.3,255,74915,15288,74915,15288,9.36449,1.91112,CleanAir,0.0
63,0,3.3,255,72750,14846,72750,14846,9.09376,1.85587,CleanAir,0.0
64,0,3.3,255,71897,14673,71897,14673,8.98724,1.83413,CleanAir,0.0
65,0,3.3,255,71040,14498,71040,14498,8.88002,1.81225,CleanAir,0.0
66,0,3.3,255,73215,14942,73215,14942,9.15198,1.86775,CleanAir,0.0
67,0,3.3,255,73705,15042,73705,15042,9.21323,1.88025,CleanAir,0.0
68,0,3.3,255,72196,14734,72196,14734,9.02458,1.84175,CleanAir,0.0
69,0,3.3,255,76395,15590,76395,15590,9.54946,1.94887,CleanAir,0.0
70,0,3.3,255,76008,15512,76008,15512,9.5011,1.939,CleanAir,0.0
71,0,3.3,255,75254,15358,75254,15358,9.40678,1.91975,CleanAir,0.0
72,0,3.3,255,72514,14798,72514,14798,9.06436,1.84987,CleanAir,0.0
73,0,3.3,255,71089,14508,71089,14508,8.88615,1.8135,CleanAir,0.0
74,0,3.3,255,71363,14564,71363,14564,8.92045,1.8205,CleanAir,0.0
75,0,3.3,255,72044,14702,72044,14702,9.00556,1.83787,CleanAir,0.0
76,0,3.3,255,77322,15780,77322,15780,9.66525,1.9725,CleanAir,0.0
77,0,3.3,255,75969,15504,75969,15504,9.4962,1.938,CleanAir,0.0
78,0,3.3,255,77434,15803,77434,15803,9.67936,1.97538,CleanAir,0.0
79,0,3.3,255,76601,15632,76601,15632,9.57519,1.95412,CleanAir,0.0
80,0,3.3,255,74915,15288,74915,15288,9.36449,1.91112,CleanAir,0.0
