point,waveType,dacVoltage,pulse,rawSensor1,rawSensor2,sensor1,sensor2,voltage1,voltage2,gasType,ppm
23,0,3.3,255,63092,12876,63092,12876,7.88655,1.6095,H2S,10.36
24,0,3.3,255,64391,13141,64391,13141,8.04889,1.64263,H2S,10.67
25,0,3.3,255,65654,13398,65654,13398,8.20686,1.67487,H2S,10.97
26,0,3.3,255,66855,13644,66855,13644,8.35695,1.7055,H2S,11.25
27,0,3.3,255,68002,13878,68002,13878,8.50028,1.73475,H2S,11.52
28,0,3.3,255,69109,14104,69109,14104,8.6387,1.763,H2S,11.78
29,0,3.3,255,70158,14318,70158,14318,8.76978,1.78975,H2S,12.03
30,0,3.3,255,71157,14522,71157,14522,8.89473,1.81525,H2S,12.26
31,0,3.3,255,72059,14706,72059,14706,9.00742,1.83825,H2S,12.48
32,0,3.3,255,72995,14897,72995,14897,9.12444,1.86213,H2S,12.7
33,0,3.3,255,73813,15064,73813,15064,9.2267,1.883,H2S,12.89
34,0,3.3,255,74641,15233,74641,15233,9.33024,1.90413,H2S,13.09
35,0,3.3,255,75460,15400,75460,15400,9.4325,1.925,H2S,13.28
36,0,3.3,255,76238,15558,76238,15558,9.52986,1.94487,H2S,13.46
37,0,3.3,255,76944,15702,76944,15702,9.61806,1.96287,H2S,13.63
38,0,3.3,255,77586,15834,77586,15834,9.69833,1.97925,H2S,13.78
39,0,3.3,255,78209,15961,78209,15961,9.77614,1.99513,H2S,13.93
40,0,3.3,255,78787,16079,78787,16079,9.84841,2.00988,H2S,14.06
41,0,3.3,255,79311,16186,79311,16186,9.91393,2.02325,H2S,14.19
42,0,3.3,255,79904,16306,79904,16306,9.98801,2.03837,H2S,14.33
43,0,3.3,255,80414,16411,80414,16411,10.05176,2.05138,H2S,14.45
44,0,3.3,255,80884,16507,80884,16507,10.11056,2.06338,H2S,14.56
45,0,3.3,255,81325,16597,81325,16597,10.16569,2.07463,H2S,14.66
46,0,3.3,255,81687,16670,81687,16670,10.21096,2.08387,H2S,14.75
47,0,3.3,255,82109,16757,82109,16757,10.26369,2.09463,H2S,14.85
48,0,3.3,255,82462,16829,82462,16829,10.30779,2.10363,H2S,14.93
49,0,3.3,255,82859,16910,82859,16910,10.35738,2.11375,H2S,15.02
50,0,3.3,255,83153,16970,83153,16970,10.39413,2.12125,H2S,15.09
51,0,3.3,255,83417,17024,83417,17024,10.4272,2.128,H2S,15.16
52,0,3.3,255,83706,17082,83706,17082,10.46331,2.13537,H2S,15.22
53,0,3.3,255,84020,17146,84020,17146,10.50251,2.14337,H2S,15.3
54,0,3.3,255,84221,17188,84221,17188,10.52765,2.1485,H2S,15.35
55,0,3.3,255,84500,17245,84500,17245,10.56259,2.15563,H2S,15.41
56,0,3.3,255,84691,17284,84691,17284,10.58645,2.1605,H2S,15.46
57,0,3.3,255,84873,17321,84873,17321,10.60914,2.16513,H2S,15.5
58,0,3.3,255,85044,17356,85044,17356,10.63055,2.1695,H2S,15.54
59,0,3.3,255,85260,17400,85260,17400,10.6575,2.175,H2S,15.59
60,0,3.3,255,85412,17431,85412,17431,10.67651,2.17888,H2S,15.63
61,0,3.3,255,85558,17460,85558,17460,10.69484,2.18262,H2S,15.66
62,0,3.3,255,85637,17477,85637,17477,10.70469,2.18463,H2S,15.68
63,0,3.3,255,85838,17518,85838,17518,10.72978,2.18975,H2S,15.73
64,0,3.3,255,85926,17536,85926,17536,10.7408,2.192,H2S,15.75
65,0,3.3,255,86068,17565,86068,17565,10.75859,2.19563,H2S,15.78
66,0,3.3,255,86151,17582,86151,17582,10.76898,2.19775,H2S,15.8
67,0,3.3,255,86230,17598,86230,17598,10.77877,2.19975,H2S,15.82
68,0,3.3,255,86249,17602,86249,17602,10.78123,2.20025,H2S,15.82
69,0,3.3,255,86377,17628,86377,17628,10.79715,2.2035,H2S,15.85
70,0,3.3,255,86440,17640,86440,17640,10.80509,2.20512,H2S,15.87
71,0,3.3,255,86426,17638,86426,17638,10.80328,2.20475,H2S,15.87
72,0,3.3,255,86455,17644,86455,17644,10.80695,2.2055,H2S,15.87
73,0,3.3,255,86573,17668,86573,17668,10.82165,2.2085,H2S,15.9
74,0,3.3,255,86548,17663,86548,17663,10.81861,2.20788,H2S,15.9
75,0,3.3,255,86656,17684,86656,17684,10.83204,2.21062,H2S,15.92
76,0,3.3,255,86685,17690,86685,17690,10.83571,2.21137,H2S,15.93
77,0,3.3,255,86607,17675,86607,17675,10.82596,2.20938,H2S,15.91
78,0,3.3,255,86656,17684,86656,17684,10.83204,2.21062,H2S,15.92
79,0,3.3,255,86597,17672,86597,17672,10.82469,2.20912,H2S,15.91
80,0,3.3,255,86666,17687,86666,17687,10.83331,2.21088,H2S,15.92
81,0,3.3,255,86685,17690,86685,17690,10.83571,2.21137,H2S,15.93
82,0,3.3,255,86626,17678,86626,17678,10.82836,2.20987,H2S,15.91
83,0,3.3,255,86685,17690,86685,17690,10.83571,2.21137,H2S,15.93
84,0,3.3,255,86666,17687,86666,17687,10.83331,2.21088,H2S,15.92
85,0,3.3,255,86617,17676,86617,17676,10.82714,2.20962,H2S,15.91
86,0,3.3,255,86676,17689,86676,17689,10.83454,2.21113,H2S,15.93
87,0,3.3,255,86671,17688,86671,17688,10.8339,2.211,H2S,15.92
88,0,3.3,255,86651,17684,86651,17684,10.83145,2.2105,H2S,15.92
89,0,3.3,255,86637,17681,86637,17681,10.82964,2.21013,H2S,15.92
90,0,3.3,255,86578,17669,86578,17669,10.82229,2.20863,H2S,15.9
91,0,3.3,255,86553,17664,86553,17664,10.8192,2.208,H2S,15.9
92,0,3.3,255,86465,17646,86465,17646,10.80818,2.20575,H2S,15.88
93,0,3.3,255,86524,17658,86524,17658,10.81553,2.20725,H2S,15.89
94,0,3.3,255,86426,17638,86426,17638,10.80328,2.20475,H2S,15.87
95,0,3.3,255,86489,17650,86489,17650,10.81121,2.20637,H2S,15.88
96,0,3.3,255,86436,17640,86436,17640,10.8045,2.205,H2S,15.87
97,0,3.3,255,86352,17623,86352,17623,10.79411,2.20288,H2S,15.85
98,0,3.3,255,86387,17630,86387,17630,10.79838,2.20375,H2S,15.86
99,0,3.3,255,86352,17623,86352,17623,10.79411,2.20288,H2S,15.85
100,0,3.3,255,86318,17616,86318,17616,10.7898,2.202,H2S,15.84
101,0,3.3,255,86205,17592,86205,17592,10.77569,2.19912,H2S,15.81
102,0,3.3,255,86235,17599,86235,17599,10.77941,2.19988,H2S,15.82
103,0,3.3,255,86200,17592,86200,17592,10.7751,2.199,H2S,15.81
104,0,3.3,255,86112,17574,86112,17574,10.76408,2.19675,H2S,15.79
105,0,3.3,255,86142,17580,86142,17580,10.76775,2.1975,H2S,15.8
106,0,3.3,255,86098,17571,86098,17571,10.76226,2.19638,H2S,15.79
107,0,3.3,255,86024,17556,86024,17556,10.75305,2.1945,H2S,15.77
108,0,3.3,255,86058,17562,86058,17562,10.75731,2.19537,H2S,15.78
109,0,3.3,255,86019,17554,86019,17554,10.75241,2.19437,H2S,15.77
110,0,3.3,255,85970,17545,85970,17545,10.74634,2.19313,H2S,15.76
111,0,3.3,255,85921,17535,85921,17535,10.74021,2.19188,H2S,15.75
112,0,3.3,255,85818,17514,85818,17514,10.72733,2.18925,H2S,15.72
113,0,3.3,255,85853,17521,85853,17521,10.73164,2.19013,H2S,15.73
114,0,3.3,255,85823,17515,85823,17515,10.72796,2.18938,H2S,15.72
115,0,3.3,255,85794,17509,85794,17509,10.72429,2.18863,H2S,15.72
116,0,3.3,255,85715,17492,85715,17492,10.71444,2.18662,H2S,15.7
117,0,3.3,255,85676,17484,85676,17484,10.70954,2.18562,H2S,15.69
118,0,3.3,255,85715,17492,85715,17492,10.71444,2.18662,H2S,15.7
119,0,3.3,255,85671,17484,85671,17484,10.70895,2.1855,H2S,15.69
120,0,3.3,255,85598,17469,85598,17469,10.69979,2.18363,H2S,15.67
121,0,3.3,255,85617,17472,85617,17472,10.70219,2.18412,H2S,15.68
122,0,3.3,255,85573,17464,85573,17464,10.6967,2.183,H2S,15.67
123,0,3.3,255,85485,17446,85485,17446,10.68568,2.18075,H2S,15.64
124,0,3.3,255,85514,17452,85514,17452,10.68935,2.1815,H2S,15.65
125,0,0.0,0,102532,20925,102532,20925,12.81659,2.61563,H2S,19.67
126,0,0.0,0,100459,20502,100459,20502,12.55748,2.56275,H2S,19.18
127,0,0.0,0,97730,19945,97730,19945,12.21634,2.49313,H2S,18.53
128,0,0.0,0,95103,19408,95103,19408,11.88799,2.42612,H2S,17.91
129,0,0.0,0,92561,18890,92561,18890,11.57013,2.36125,H2S,17.31
130,0,0.0,0,90115,18390,90115,18390,11.26446,2.29887,H2S,16.74
131,0,0.0,0,87749,17908,87749,17908,10.96865,2.2385,H2S,16.18
132,0,0.0,0,85460,17440,85460,17440,10.68259,2.18012,H2S,15.64
133,0,0.0,0,83270,16994,83270,16994,10.40883,2.12425,H2S,15.12
134,0,0.0,0,81144,16560,81144,16560,10.143,2.07,H2S,14.62
135,0,0.0,0,79086,16140,79086,16140,9.88575,2.0175,H2S,14.13
136,0,0.0,0,77116,15738,77116,15738,9.63953,1.96725,H2S,13.67
137,0,0.0,0,75220,15351,75220,15351,9.40251,1.91888,H2S,13.22
138,0,0.0,0,73411,14982,73411,14982,9.17647,1.87275,H2S,12.8
139,0,0.0,0,71632,14618,71632,14618,8.95411,1.82737,H2S,12.38
140,0,0.0,0,69947,14275,69947,14275,8.74346,1.78438,H2S,11.98
141,0,0.0,0,68320,13942,68320,13942,8.54006,1.74287,H2S,11.59
142,0,0.0,0,66747,13622,66747,13622,8.34347,1.70275,H2S,11.22
143,0,0.0,0,65243,13314,65243,13314,8.15541,1.66437,H2S,10.87
144,0,0.0,0,63807,13022,63807,13022,7.97598,1.62775,H2S,10.53
145,0,0.0,0,62401,12734,62401,12734,7.80016,1.59187,H2S,10.2
146,0,0.0,0,61078,12464,61078,12464,7.63479,1.55812,H2S,9.89
147,0,0.0,0,59799,12204,59799,12204,7.47495,1.5255,H2S,9.58
148,0,0.0,0,58579,11955,58579,11955,7.32246,1.49438,H2S,9.3
149,0,0.0,0,57398,11714,57398,11714,7.17483,1.46425,H2S,9.02
150,0,0.0,0,56242,11478,56242,11478,7.03028,1.43475,H2S,8.75
151,0,0.0,0,55159,11256,55159,11256,6.89489,1.40712,H2S,8.49
152,0,0.0,0,54076,11036,54076,11036,6.75955,1.3795,H2S,8.23
153,0,0.0,0,53027,10822,53027,10822,6.62847,1.35275,H2S,7.99
154,0,0.0,0,52081,10628,52081,10628,6.51024,1.32862,H2S,7.76
155,0,0.0,0,51141,10436,51141,10436,6.39264,1.30462,H2S,7.54
156,0,0.0,0,50249,10255,50249,10255,6.28121,1.28188,H2S,7.33
157,0,0.0,0,49352,10072,49352,10072,6.1691,1.259,H2S,7.12
158,0,0.0,0,48539,9906,48539,9906,6.06743,1.23825,H2S,6.93
159,0,0.0,0,47726,9740,47726,9740,5.96575,1.2175,H2S,6.74
160,0,0.0,0,46956,9583,46956,9583,5.86961,1.19788,H2S,6.55
161,0,0.0,0,46182,9425,46182,9425,5.77284,1.17813,H2S,6.37
162,0,0.0,0,45472,9280,45472,9280,5.684,1.16,H2S,6.2
163,0,0.0,0,44737,9130,44737,9130,5.59213,1.14125,H2S,6.03
164,0,0.0,0,44090,8998,44090,8998,5.51128,1.12475,H2S,5.88
165,0,0.0,0,43423,8862,43423,8862,5.42798,1.10775,H2S,5.72
166,0,0.0,0,42806,8736,42806,8736,5.3508,1.092,H2S,5.58
167,0,0.0,0,42194,8611,42194,8611,5.27426,1.07638,H2S,5.43
168,0,0.0,0,41591,8488,41591,8488,5.1989,1.061,H2S,5.29
169,0,0.0,0,41012,8370,41012,8370,5.12662,1.04625,H2S,5.15
170,0,0.0,0,40474,8260,40474,8260,5.05925,1.0325,H2S,5.03
171,0,0.0,0,39929,8148,39929,8148,4.99124,1.01862,H2S,4.9
172,0,0.0,0,39435,8048,39435,8048,4.9294,1.006,H2S,4.78
173,0,0.0,0,38920,7943,38920,7943,4.86511,0.99288,H2S,4.66
174,0,0.0,0,38440,7844,38440,7844,4.80504,0.98062,H2S,4.55
175,0,0.0,0,37980,7751,37980,7751,4.74751,0.96888,H2S,4.44
176,0,0.0,0,37519,7657,37519,7657,4.68994,0.95713,H2S,4.33
177,0,0.0,0,37087,7568,37087,7568,4.63599,0.94612,H2S,4.23
178,0,0.0,0,36671,7484,36671,7484,4.58395,0.9355,H2S,4.13
179,0,0.0,0,36255,7399,36255,7399,4.53191,0.92488,H2S,4.03
180,0,0.0,0,35877,7322,35877,7322,4.48473,0.91525,H2S,3.94
181,0,0.0,0,35461,7237,35461,7237,4.43269,0.90463,H2S,3.84
182,0,0.0,0,35098,7163,35098,7163,4.38736,0.89538,H2S,3.76
183,0,0.0,0,34731,7088,34731,7088,4.3414,0.886,H2S,3.67
184,0,0.0,0,34378,7016,34378,7016,4.2973,0.877,H2S,3.59
185,0,0.0,0,34049,6948,34049,6948,4.25624,0.86862,H2S,3.51
186,0,0.0,0,33726,6883,33726,6883,4.21586,0.86038,H2S,3.43
187,0,0.0,0,33383,6812,33383,6812,4.17294,0.85162,H2S,3.35
188,0,0.0,0,33089,6753,33089,6753,4.13624,0.84413,H2S,3.28
189,0,0.0,0,32776,6689,32776,6689,4.09704,0.83613,H2S,3.21
190,0,0.0,0,32506,6634,32506,6634,4.06333,0.82925,H2S,3.15
191,0,0.0,0,32227,6576,32227,6576,4.02839,0.82212,H2S,3.08
192,0,0.0,0,31977,6526,31977,6526,3.99718,0.81575,H2S,3.02
193,0,0.0,0,31683,6466,31683,6466,3.96043,0.80825,H2S,2.95
194,0,0.0,0,31433,6415,31433,6415,3.92921,0.80188,H2S,2.89
195,0,0.0,0,31178,6363,31178,6363,3.89736,0.79538,H2S,2.83
196,0,0.0,0,30933,6312,30933,6312,3.86669,0.78912,H2S,2.77
197,0,0.0,0,30708,6267,30708,6267,3.83856,0.78338,H2S,2.72
198,0,0.0,0,30483,6221,30483,6221,3.81039,0.77763,H2S,2.67
199,0,0.0,0,30257,6174,30257,6174,3.78216,0.77187,H2S,2.61
200,0,0.0,0,30032,6129,30032,6129,3.75404,0.76613,H2S,2.56
201,0,0.0,0,29826,6086,29826,6086,3.72826,0.76087,H2S,2.51
202,0,0.0,0,29640,6049,29640,6049,3.70504,0.75613,H2S,2.47
203,0,0.0,0,29439,6008,29439,6008,3.6799,0.751,H2S,2.42
204,0,0.0,0,29258,5971,29258,5971,3.65726,0.74638,H2S,2.38
205,0,0.0,0,29071,5932,29071,5932,3.63394,0.74162,H2S,2.34
206,0,0.0,0,28890,5896,28890,5896,3.6113,0.737,H2S,2.29
207,0,0.0,0,28699,5857,28699,5857,3.58744,0.73213,H2S,2.25
208,0,0.0,0,28542,5825,28542,5825,3.56784,0.72813,H2S,2.21
209,0,0.0,0,28371,5790,28371,5790,3.54638,0.72375,H2S,2.17
210,0,0.0,0,28204,5756,28204,5756,3.52555,0.7195,H2S,2.13
211,0,0.0,0,28042,5722,28042,5722,3.50531,0.71537,H2S,2.09
212,0,0.0,0,27905,5695,27905,5695,3.48821,0.71188,H2S,2.06
213,0,0.0,0,27758,5665,27758,5665,3.46984,0.70813,H2S,2.03
214,0,0.0,0,27611,5634,27611,5634,3.45141,0.70437,H2S,1.99
215,0,0.0,0,27459,5604,27459,5604,3.43245,0.7005,H2S,1.95
216,0,0.0,0,27327,5576,27327,5576,3.41589,0.69712,H2S,1.92
217,0,0.0,0,27204,5552,27204,5552,3.4006,0.694,H2S,1.89
218,0,0.0,0,27082,5527,27082,5527,3.38531,0.69088,H2S,1.87
219,0,0.0,0,26964,5503,26964,5503,3.37061,0.68788,H2S,1.84
220,0,0.0,0,26842,5478,26842,5478,3.35528,0.68475,H2S,1.81
221,0,0.0,0,26729,5455,26729,5455,3.34121,0.68188,H2S,1.78
222,0,0.0,0,26631,5435,26631,5435,3.32896,0.67938,H2S,1.76
223,0,0.0,0,26523,5413,26523,5413,3.31549,0.67663,H2S,1.73
224,0,0.0,0,26411,5390,26411,5390,3.30138,0.67375,H2S,1.71
225,0,0.0,0,26307,5368,26307,5368,3.28849,0.67112,H2S,1.68
226,0,0.0,0,26214,5350,26214,5350,3.27687,0.66875,H2S,1.66
227,0,0.0,0,26102,5326,26102,5326,3.26276,0.66587,H2S,1.63
228,0,0.0,0,26038,5314,26038,5314,3.25483,0.66425,H2S,1.62
229,0,0.0,0,25911,5288,25911,5288,3.2389,0.661,H2S,1.59
230,0,0.0,0,25847,5275,25847,5275,3.23096,0.65938,H2S,1.57
231,0,0.0,0,25734,5252,25734,5252,3.21685,0.6565,H2S,1.55
232,0,0.0,0,25685,5242,25685,5242,3.21073,0.65525,H2S,1.54
233,0,0.0,0,25602,5225,25602,5225,3.20034,0.65313,H2S,1.52
234,0,0.0,0,25524,5209,25524,5209,3.19054,0.65113,H2S,1.5
235,0,0.0,0,25435,5190,25435,5190,3.17946,0.64887,H2S,1.48
236,0,0.0,0,25377,5179,25377,5179,3.17216,0.64738,H2S,1.46
237,0,0.0,0,25289,5161,25289,5161,3.16114,0.64513,H2S,1.44
238,0,0.0,0,25230,5149,25230,5149,3.15379,0.64363,H2S,1.43
239,0,0.0,0,25146,5132,25146,5132,3.14335,0.6415,H2S,1.41
240,0,0.0,0,25093,5121,25093,5121,3.13664,0.64013,H2S,1.4
241,0,0.0,0,25024,5107,25024,5107,3.12806,0.63838,H2S,1.38
242,0,0.0,0,24975,5097,24975,5097,3.12194,0.63713,H2S,1.37
243,0,0.0,0,24886,5078,24886,5078,3.11086,0.63487,H2S,1.35
244,0,0.0,0,24843,5070,24843,5070,3.10538,0.63375,H2S,1.34
245,0,0.0,0,24764,5054,24764,5054,3.09558,0.63175,H2S,1.32
246,0,0.0,0,24735,5048,24735,5048,3.0919,0.631,H2S,1.31
247,0,0.0,0,24656,5032,24656,5032,3.0821,0.629,H2S,1.29
248,0,0.0,0,24617,5024,24617,5024,3.0772,0.628,H2S,1.28
249,0,0.0,0,24554,5011,24554,5011,3.06926,0.62638,H2S,1.27
0,0,3.3,255,20570,4198,20570,4198,2.57128,0.52475,H2S,0.33
1,0,3.3,255,21922,4474,21922,4474,2.74033,0.55925,H2S,0.65
2,0,3.3,255,23980,4894,23980,4894,2.99758,0.61175,H2S,1.13
3,0,3.3,255,26146,5336,26146,5336,3.2683,0.667,H2S,1.65
4,0,3.3,255,28287,5772,28287,5772,3.53594,0.72162,H2S,2.15
5,0,3.3,255,30463,6217,30463,6217,3.80794,0.77713,H2S,2.66
6,0,3.3,255,32609,6655,32609,6655,4.07621,0.83188,H2S,3.17
7,0,3.3,255,34755,7092,34755,7092,4.34444,0.88662,H2S,3.68
8,0,3.3,255,36887,7528,36887,7528,4.6109,0.941,H2S,4.18
9,0,3.3,255,38974,7954,38974,7954,4.87183,0.99425,H2S,4.67
10,0,3.3,255,41022,8372,41022,8372,5.12785,1.0465,H2S,5.15
11,0,3.3,255,43031,8782,43031,8782,5.37898,1.09775,H2S,5.63
12,0,3.3,255,45006,9185,45006,9185,5.62584,1.14813,H2S,6.09
13,0,3.3,255,46942,9580,46942,9580,5.86775,1.1975,H2S,6.55
14,0,3.3,255,48798,9958,48798,9958,6.09986,1.24487,H2S,6.99
15,0,3.3,255,50617,10330,50617,10330,6.32713,1.29125,H2S,7.42
16,0,3.3,255,52386,10691,52386,10691,6.54826,1.33638,H2S,7.84
17,0,3.3,255,54090,11038,54090,11038,6.76136,1.37987,H2S,8.24
18,0,3.3,255,55747,11377,55747,11377,6.96844,1.42213,H2S,8.63
19,0,3.3,255,57349,11704,57349,11704,7.1687,1.463,H2S,9.01
20,0,3.3,255,58912,12022,58912,12022,7.36406,1.50287,H2S,9.38
21,0,3.3,255,60392,12324,60392,12324,7.54904,1.54062,H2S,9.72
22,0,3.3,255,61783,12608,61783,12608,7.72299,1.57612,H2S,10.05
23,0,3.3,255,63146,12887,63146,12887,7.89331,1.61088,H2S,10.37
24,0,3.3,255,64429,13148,64429,13148,8.05374,1.64362,H2S,10.68
25,0,3.3,255,65684,13404,65684,13404,8.21054,1.67562,H2S,10.97
26,0,3.3,255,66875,13648,66875,13648,8.3594,1.706,H2S,11.25
27,0,3.3,255,68012,13880,68012,13880,8.5015,1.735,H2S,11.52
28,0,3.3,255,69109,14104,69109,14104,8.6387,1.763,H2S,11.78
29,0,3.3,255,70143,14314,70143,14314,8.76791,1.78937,H2S,12.02
30,0,3.3,255,71143,14519,71143,14519,8.89291,1.81488,H2S,12.26
31,0,3.3,255,72093,14712,72093,14712,9.01169,1.83912,H2S,12.48
32,0,3.3,255,72931,14884,72931,14884,9.11645,1.8605,H2S,12.68
33,0,3.3,255,73867,15074,73867,15074,9.23341,1.88437,H2S,12.9
34,0,3.3,255,74666,15238,74666,15238,9.33328,1.90475,H2S,13.09
35,0,3.3,255,75454,15398,75454,15398,9.43186,1.92487,H2S,13.28
36,0,3.3,255,76185,15548,76185,15548,9.52315,1.9435,H2S,13.45
37,0,3.3,255,76827,15679,76827,15679,9.60341,1.95988,H2S,13.6
38,0,3.3,255,77562,15829,77562,15829,9.69529,1.97863,H2S,13.78
39,0,3.3,255,78174,15954,78174,15954,9.77183,1.99425,H2S,13.92
40,0,3.3,255,78762,16074,78762,16074,9.84533,2.00925,H2S,14.06
41,0,3.3,255,79267,16176,79267,16176,9.90839,2.02212,H2S,14.18
42,0,3.3,255,79864,16298,79864,16298,9.98311,2.03737,H2S,14.32
43,0,3.3,255,80335,16394,80335,16394,10.04191,2.04937,H2S,14.43
44,0,3.3,255,80761,16482,80761,16482,10.09523,2.06025,H2S,14.53
45,0,3.3,255,81271,16586,81271,16586,10.15892,2.07325,H2S,14.65
46,0,3.3,255,81668,16667,81668,16667,10.20856,2.08338,H2S,14.74
47,0,3.3,255,82065,16748,82065,16748,10.25815,2.0935,H2S,14.84
48,0,3.3,255,82423,16821,82423,16821,10.30289,2.10263,H2S,14.92
49,0,3.3,255,82731,16884,82731,16884,10.34145,2.1105,H2S,14.99
50,0,3.3,255,83098,16958,83098,16958,10.38736,2.11987,H2S,15.08
51,0,3.3,255,83388,17018,83388,17018,10.42353,2.12725,H2S,15.15
52,0,3.3,255,83618,17065,83618,17065,10.45234,2.13313,H2S,15.2
53,0,3.3,255,83966,17136,83966,17136,10.4958,2.142,H2S,15.29
54,0,3.3,255,84206,17184,84206,17184,10.52579,2.14812,H2S,15.34
55,0,3.3,255,84387,17222,84387,17222,10.54848,2.15275,H2S,15.39
56,0,3.3,255,84593,17264,84593,17264,10.5742,2.158,H2S,15.43
57,0,3.3,255,84853,17317,84853,17317,10.60669,2.16463,H2S,15.5
58,0,3.3,255,85029,17353,85029,17353,10.62874,2.16913,H2S,15.54
59,0,3.3,255,85196,17387,85196,17387,10.64956,2.17338,H2S,15.58
60,0,3.3,255,85358,17420,85358,17420,10.66975,2.1775,H2S,15.61
61,0,3.3,255,85480,17445,85480,17445,10.68509,2.18063,H2S,15.64
62,0,3.3,255,85622,17474,85622,17474,10.70283,2.18425,H2S,15.68
63,0,3.3,255,85671,17484,85671,17484,10.70895,2.1855,H2S,15.69
64,0,3.3,255,85838,17518,85838,17518,10.72978,2.18975,H2S,15.73
65,0,3.3,255,85916,17534,85916,17534,10.73958,2.19175,H2S,15.75
66,0,3.3,255,85999,17550,85999,17550,10.74996,2.19387,H2S,15.77
67,0,3.3,255,86078,17567,86078,17567,10.75981,2.19588,H2S,15.78
68,0,3.3,255,86137,17579,86137,17579,10.76716,2.19738,H2S,15.8
69,0,3.3,255,86151,17582,86151,17582,10.76898,2.19775,H2S,15.8
70,0,3.3,255,86259,17604,86259,17604,10.78245,2.2005,H2S,15.83
71,0,3.3,255,86269,17606,86269,17606,10.78368,2.20075,H2S,15.83
72,0,3.3,255,86382,17629,86382,17629,10.79779,2.20363,H2S,15.86
73,0,3.3,255,86396,17632,86396,17632,10.7996,2.204,H2S,15.86
74,0,3.3,255,86372,17626,86372,17626,10.79651,2.20337,H2S,15.85
75,0,3.3,255,86484,17650,86484,17650,10.81062,2.20625,H2S,15.88
76,0,3.3,255,86509,17655,86509,17655,10.81371,2.20688,H2S,15.89
77,0,3.3,255,86470,17646,86470,17646,10.80876,2.20587,H2S,15.88
78,0,3.3,255,86553,17664,86553,17664,10.8192,2.208,H2S,15.9
79,0,3.3,255,86509,17655,86509,17655,10.81371,2.20688,H2S,15.89
80,0,3.3,255,86470,17646,86470,17646,10.80876,2.20587,H2S,15.88
81,0,3.3,255,86539,17661,86539,17661,10.81739,2.20763,H2S,15.89
82,0,3.3,255,86509,17655,86509,17655,10.81371,2.20688,H2S,15.89
83,0,3.3,255,86460,17644,86460,17644,10.80754,2.20562,H2S,15.87
84,0,3.3,255,86519,17657,86519,17657,10.81494,2.20713,H2S,15.89
85,0,3.3,255,86534,17660,86534,17660,10.81675,2.2075,H2S,15.89
86,0,3.3,255,86504,17654,86504,17654,10.81308,2.20675,H2S,15.88
87,0,3.3,255,86509,17655,86509,17655,10.81371,2.20688,H2S,15.89
88,0,3.3,255,86494,17652,86494,17652,10.81185,2.2065,H2S,15.88
89,0,3.3,255,86465,17646,86465,17646,10.80818,2.20575,H2S,15.88
90,0,3.3,255,86362,17624,86362,17624,10.79529,2.20312,H2S,15.85
91,0,3.3,255,86421,17637,86421,17637,10.80269,2.20463,H2S,15.87
92,0,3.3,255,86377,17628,86377,17628,10.79715,2.2035,H2S,15.85
93,0,3.3,255,86357,17624,86357,17624,10.7947,2.203,H2S,15.85
94,0,3.3,255,86303,17612,86303,17612,10.78794,2.20162,H2S,15.84
95,0,3.3,255,86249,17602,86249,17602,10.78123,2.20025,H2S,15.82
96,0,3.3,255,86289,17610,86289,17610,10.78613,2.20125,H2S,15.83
97,0,3.3,255,86254,17603,86254,17603,10.78186,2.20038,H2S,15.83
